actor,direction,source,status,poses_checked,physics_status,flags
npc_regional_temperate_miner_f,right,npc_regional_temperate_miner_f_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_f,down_right,npc_regional_temperate_miner_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_m,down,npc_regional_temperate_miner_m_model_down,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_m,down_left,npc_regional_temperate_miner_m_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_m,left,npc_regional_temperate_miner_m_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_m,up_left,npc_regional_temperate_miner_m_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_m,up,npc_regional_temperate_miner_m_model_up,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_regional_temperate_miner_m,up_right,npc_regional_temperate_miner_m_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_m,right,npc_regional_temperate_miner_m_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_miner_m,down_right,npc_regional_temperate_miner_m_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_noble_f,down,npc_regional_temperate_noble_f_model_down,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,down_left,npc_regional_temperate_noble_f_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,left,npc_regional_temperate_noble_f_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,up_left,npc_regional_temperate_noble_f_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,up,npc_regional_temperate_noble_f_model_up,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,up_right,npc_regional_temperate_noble_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,right,npc_regional_temperate_noble_f_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_f,down_right,npc_regional_temperate_noble_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,down,npc_regional_temperate_noble_m_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,down_left,npc_regional_temperate_noble_m_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,left,npc_regional_temperate_noble_m_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,up_left,npc_regional_temperate_noble_m_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,up,npc_regional_temperate_noble_m_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,up_right,npc_regional_temperate_noble_m_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,right,npc_regional_temperate_noble_m_model_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_noble_m,down_right,npc_regional_temperate_noble_m_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,down,npc_regional_temperate_scholar_f_model_down,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,down_left,npc_regional_temperate_scholar_f_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,left,npc_regional_temperate_scholar_f_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,up_left,npc_regional_temperate_scholar_f_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,up,npc_regional_temperate_scholar_f_model_up,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,up_right,npc_regional_temperate_scholar_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,right,npc_regional_temperate_scholar_f_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_f,down_right,npc_regional_temperate_scholar_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,down,npc_regional_temperate_scholar_m_model_down,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,down_left,npc_regional_temperate_scholar_m_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,left,npc_regional_temperate_scholar_m_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,up_left,npc_regional_temperate_scholar_m_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,up,npc_regional_temperate_scholar_m_model_up,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,up_right,npc_regional_temperate_scholar_m_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,right,npc_regional_temperate_scholar_m_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_scholar_m,down_right,npc_regional_temperate_scholar_m_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; covered anatomy inferred
npc_regional_temperate_trader_f,down,npc_regional_temperate_trader_f_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_regional_temperate_trader_f,down_left,npc_regional_temperate_trader_f_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_f,left,npc_regional_temperate_trader_f_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_f,up_left,npc_regional_temperate_trader_f_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_f,up,npc_regional_temperate_trader_f_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_regional_temperate_trader_f,up_right,npc_regional_temperate_trader_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_f,right,npc_regional_temperate_trader_f_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_f,down_right,npc_regional_temperate_trader_f_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_m,down,npc_regional_temperate_trader_m_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_regional_temperate_trader_m,down_left,npc_regional_temperate_trader_m_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_m,left,npc_regional_temperate_trader_m_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_m,up_left,npc_regional_temperate_trader_m_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_m,up,npc_regional_temperate_trader_m_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_regional_temperate_trader_m,up_right,npc_regional_temperate_trader_m_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_m,right,npc_regional_temperate_trader_m_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_regional_temperate_trader_m,down_right,npc_regional_temperate_trader_m_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_ren,down,npc_ren_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_ren,down_left,npc_ren_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_ren,left,npc_ren_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_ren,up_left,npc_ren_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_ren,up,npc_ren_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_ren,up_right,npc_ren_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_ren,right,npc_ren_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_ren,down_right,npc_ren_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_rowan,down,npc_rowan_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_rowan,down_left,npc_rowan_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_rowan,left,npc_rowan_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_rowan,up_left,npc_rowan_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_rowan,up,npc_rowan_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_rowan,up_right,npc_rowan_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_rowan,right,npc_rowan_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_rowan,down_right,npc_rowan_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_sable,down,npc_sable_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_sable,down_left,npc_sable_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_sable,left,npc_sable_model_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_sable,up_left,npc_sable_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_sable,up,npc_sable_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_sable,up_right,npc_sable_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_sable,right,npc_sable_model_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_sable,down_right,npc_sable_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_samir,down,npc_samir_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_samir,down_left,npc_samir_model_down_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_samir,left,npc_samir_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_samir,up_left,npc_samir_model_up_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans
npc_samir,up,npc_samir_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_samir,up_right,npc_samir_model_up_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans
npc_samir,right,npc_samir_model_right,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_samir,down_right,npc_samir_model_down_right,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_seraphine,down,npc_seraphine_model_down,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_seraphine,down_left,npc_seraphine_model_down_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_seraphine,left,npc_seraphine_model_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_seraphine,up_left,npc_seraphine_model_up_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_seraphine,up,npc_seraphine_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_seraphine,up_right,npc_seraphine_model_up_right,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_seraphine,right,npc_seraphine_model_right,checks-pass,96,checks-pass,5/5 contour landmarks visible; source row spans
npc_seraphine,down_right,npc_seraphine_model_down_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans; hair chain disabled until directional mask review
npc_story_ash_scribe_damar,down,npc_story_ash_scribe_damar_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,down_left,npc_story_ash_scribe_damar_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,left,npc_story_ash_scribe_damar_model_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,up_left,npc_story_ash_scribe_damar_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,up,npc_story_ash_scribe_damar_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,up_right,npc_story_ash_scribe_damar_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,right,npc_story_ash_scribe_damar_model_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_ash_scribe_damar,down_right,npc_story_ash_scribe_damar_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,down,npc_story_bellwright_nessa_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,down_left,npc_story_bellwright_nessa_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,left,npc_story_bellwright_nessa_model_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,up_left,npc_story_bellwright_nessa_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,up,npc_story_bellwright_nessa_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,up_right,npc_story_bellwright_nessa_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,right,npc_story_bellwright_nessa_model_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_bellwright_nessa,down_right,npc_story_bellwright_nessa_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,down,npc_story_captain_elric_snowrest_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,down_left,npc_story_captain_elric_snowrest_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,left,npc_story_captain_elric_snowrest_model_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,up_left,npc_story_captain_elric_snowrest_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,up,npc_story_captain_elric_snowrest_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,up_right,npc_story_captain_elric_snowrest_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,right,npc_story_captain_elric_snowrest_model_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_captain_elric_snowrest,down_right,npc_story_captain_elric_snowrest_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_elder_rowan,down,npc_story_elder_rowan_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,down_left,npc_story_elder_rowan_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,left,npc_story_elder_rowan_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,up_left,npc_story_elder_rowan_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,up,npc_story_elder_rowan_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,up_right,npc_story_elder_rowan_model_right,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,right,npc_story_elder_rowan_model_right,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_elder_rowan,down_right,npc_story_elder_rowan_model_right,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,down,npc_story_gravekeeper_hollis_model_down,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,down_left,npc_story_gravekeeper_hollis_model_left,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,left,npc_story_gravekeeper_hollis_model_left,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,up_left,npc_story_gravekeeper_hollis_model_left,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,up,npc_story_gravekeeper_hollis_model_up,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,up_right,npc_story_gravekeeper_hollis_model_right,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,right,npc_story_gravekeeper_hollis_model_right,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_gravekeeper_hollis,down_right,npc_story_gravekeeper_hollis_model_right,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_maelis,down,npc_story_maelis_model_down,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_maelis,down_left,npc_story_maelis_model_left,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_maelis,left,npc_story_maelis_model_left,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_maelis,up_left,npc_story_maelis_model_left,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_maelis,up,npc_story_maelis_model_up,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_maelis,up_right,npc_story_maelis_model_right,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_maelis,right,npc_story_maelis_model_right,checks-pass,96,checks-pass,3/5 contour landmarks visible; source row spans
npc_story_maelis,down_right,npc_story_maelis_model_right,checks-pass,96,checks-pass,directional art fallback; 3/5 contour landmarks visible; source row spans
npc_story_mirella,down,npc_story_mirella_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_mirella,down_left,npc_story_mirella_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_mirella,left,npc_story_mirella_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_mirella,up_left,npc_story_mirella_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_mirella,up,npc_story_mirella_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_mirella,up_right,npc_story_mirella_model_right,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_mirella,right,npc_story_mirella_model_right,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_mirella,down_right,npc_story_mirella_model_right,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_odrick,down,npc_story_odrick_model_down,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_odrick,down_left,npc_story_odrick_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_odrick,left,npc_story_odrick_model_left,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_odrick,up_left,npc_story_odrick_model_left,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_odrick,up,npc_story_odrick_model_up,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_odrick,up_right,npc_story_odrick_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_odrick,right,npc_story_odrick_model_right,checks-pass,96,checks-pass,2/5 contour landmarks visible; source row spans
npc_story_odrick,down_right,npc_story_odrick_model_right,checks-pass,96,checks-pass,directional art fallback; 2/5 contour landmarks visible; source row spans
npc_story_selene,down,npc_story_selene_model_down,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,down_left,npc_story_selene_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,left,npc_story_selene_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,up_left,npc_story_selene_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,up,npc_story_selene_model_up,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,up_right,npc_story_selene_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,right,npc_story_selene_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_selene,down_right,npc_story_selene_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,down,npc_story_solari_model_down,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,down_left,npc_story_solari_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,left,npc_story_solari_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,up_left,npc_story_solari_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,up,npc_story_solari_model_up,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,up_right,npc_story_solari_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,right,npc_story_solari_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_solari,down_right,npc_story_solari_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,down,npc_story_vaelthara_model_down,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,down_left,npc_story_vaelthara_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,left,npc_story_vaelthara_model_left,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,up_left,npc_story_vaelthara_model_left,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,up,npc_story_vaelthara_model_up,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,up_right,npc_story_vaelthara_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,right,npc_story_vaelthara_model_right,checks-pass,96,checks-pass,0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_vaelthara,down_right,npc_story_vaelthara_model_right,checks-pass,96,checks-pass,directional art fallback; 0/5 contour landmarks visible; source row spans; no visible contour evidence; authored cutouts needed
npc_story_ysra,down,npc_story_ysra_model_down,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_ysra,down_left,npc_story_ysra_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_ysra,left,npc_story_ysra_model_left,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_ysra,up_left,npc_story_ysra_model_left,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_ysra,up,npc_story_ysra_model_up,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_ysra,up_right,npc_story_ysra_model_right,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
npc_story_ysra,right,npc_story_ysra_model_right,checks-pass,96,checks-pass,1/5 contour landmarks visible; source row spans
npc_story_ysra,down_right,npc_story_ysra_model_right,checks-pass,96,checks-pass,directional art fallback; 1/5 contour landmarks visible; source row spans
